District,Year,Season,Crop,Land Area (ha),Rainfall (mm),Temperature (°C),Humidity (%),Irrigation (%),Fertilizer Usage (kg/ha),Yield (t/ha)
Nellore,2023,Rabi,Rice,4602.31,1079.45,26.71,78.34,46.96,146.18,2.16
East Godavari,2021,Kharif,Cotton,3257.97,1326.04,33.02,82.73,88.37,100.02,4.56
Nellore,2021,Rabi,Chili,3813.18,1126.18,33.36,83.07,61.25,195.44,2.05
Kurnool,2024,Kharif,Pulses,1141.69,731.4,36.3,71.15,60.24,102.68,1.55
West Godavari,2023,Rabi,Sugarcane,9156.26,1229.63,25.14,77.47,49.35,186.15,1.75
Chittoor,2024,Rabi,Groundnut,7897.41,769.44,29.94,54.72,88.36,156.96,1.8
Prakasam,2023,Rabi,Cotton,9004.93,685.46,29.11,50.12,53.25,165.03,1.3
Vizianagaram,2021,Rabi,Rice,8220.22,1213.34,25.71,51.72,47.94,176.15,2.03
East Godavari,2022,Rabi,Chili,4692.77,1445.33,33.13,79.76,63.35,116.06,2.87
Kurnool,2022,Rabi,Pulses,6596.47,775.11,32.06,81.54,87.65,82.97,0.99
Guntur,2022,Kharif,Tobacco,5778.09,1318.24,31.25,81.19,33.18,152.69,0.79
Chittoor,2020,Rabi,Rice,3658.63,905.63,29.04,73.33,58.36,119.41,2.0
Prakasam,2024,Kharif,Pulses,3311.18,1099.07,30.6,58.94,95.33,179.84,2.2
Kadapa,2022,Rabi,Chili,6687.11,846.55,31.2,56.8,67.24,103.86,1.82
Kurnool,2022,Rabi,Sugarcane,8337.05,1137.1,30.43,79.3,98.65,177.06,3.49
Guntur,2021,Rabi,Rice,6493.84,1426.87,30.0,64.84,33.37,142.55,1.23
Kurnool,2020,Rabi,Cotton,4162.5,512.78,37.54,52.22,94.6,196.3,1.23
Srikakulam,2022,Kharif,Rice,1136.57,1108.34,32.04,57.23,64.65,102.77,3.2
Guntur,2021,Rabi,Chili,6378.63,1122.1,35.57,63.23,89.34,98.65,2.91
Srikakulam,2024,Rabi,Chili,1979.03,1673.33,26.0,87.53,72.99,172.09,3.97
Anantapur,2024,Rabi,Maize,6383.38,660.96,35.43,71.68,47.53,192.63,0.88
Chittoor,2024,Kharif,Cotton,1731.44,491.06,26.55,79.37,74.42,105.42,1.14
Visakhapatnam,2023,Rabi,Pulses,5259.32,739.61,26.64,53.28,69.42,102.02,2.08
Kadapa,2021,Kharif,Tobacco,7261.11,591.81,35.39,74.57,35.02,160.66,0.84
Kurnool,2023,Rabi,Pulses,5097.74,983.99,29.12,65.18,82.94,81.74,1.86
Guntur,2021,Kharif,Rice,6077.64,1010.78,35.89,57.57,56.21,170.55,1.99
East Godavari,2021,Rabi,Chili,3275.19,1426.83,28.32,71.29,40.74,119.35,2.0
Nellore,2024,Kharif,Groundnut,2505.93,1280.03,33.24,79.89,64.93,118.39,2.7
Anantapur,2023,Rabi,Chili,4082.17,347.81,32.58,52.92,41.01,173.54,0.52
Vizianagaram,2024,Rabi,Maize,3307.55,828.15,28.29,78.81,78.52,120.71,3.28
Srikakulam,2022,Kharif,Tobacco,1058.68,822.77,30.17,76.6,86.16,165.66,3.56
Nellore,2023,Kharif,Chili,2381.04,1251.5,27.3,85.31,71.6,109.31,2.75
Vizianagaram,2024,Rabi,Maize,7665.69,706.79,31.9,67.5,55.91,88.72,1.37
Kadapa,2021,Rabi,Cotton,5294.52,560.83,31.25,85.37,70.64,154.81,1.2
East Godavari,2021,Kharif,Chili,6344.16,1522.79,29.26,71.54,71.15,146.74,2.72
Chittoor,2022,Kharif,Pulses,2711.7,510.48,31.74,54.86,46.03,195.99,1.39
Anantapur,2022,Kharif,Pulses,6573.03,467.2,36.39,68.32,39.53,151.71,0.43
West Godavari,2020,Rabi,Pulses,5851.0,1605.13,29.26,51.87,53.27,163.23,3.01
East Godavari,2020,Rabi,Pulses,9065.65,1052.32,33.5,51.5,90.54,116.72,4.66
Chittoor,2024,Rabi,Tobacco,1657.79,978.91,34.0,80.42,99.26,189.33,2.27
Krishna,2022,Kharif,Maize,4511.28,1158.22,26.14,51.49,39.77,116.02,2.62
Kurnool,2023,Rabi,Chili,691.32,646.61,32.92,64.96,31.01,104.31,0.4
Kurnool,2022,Rabi,Pulses,5340.6,712.62,29.92,75.38,52.5,154.7,1.46
Visakhapatnam,2021,Rabi,Rice,8568.37,1176.78,24.59,89.18,98.99,197.13,2.56
Visakhapatnam,2022,Kharif,Maize,6581.32,1097.25,24.61,57.59,95.18,163.26,3.94
East Godavari,2022,Rabi,Rice,1091.55,1320.07,29.8,59.93,45.74,128.01,2.75
Guntur,2023,Kharif,Pulses,3029.12,1283.33,29.95,84.28,57.86,103.07,2.69
Chittoor,2020,Kharif,Groundnut,1632.9,728.99,29.34,81.23,31.08,147.61,0.53
Nellore,2023,Kharif,Cotton,7920.6,1197.05,29.49,74.86,38.7,157.17,1.52
Kurnool,2020,Rabi,Rice,3796.38,770.13,36.88,52.84,37.39,182.31,1.13
Nellore,2024,Kharif,Groundnut,1551.59,873.09,34.35,66.18,67.31,119.99,2.99
Anantapur,2021,Kharif,Sugarcane,9755.29,669.97,32.08,88.81,82.28,110.4,1.42
Visakhapatnam,2020,Rabi,Sugarcane,5811.62,787.82,33.71,79.92,59.0,133.32,1.44
Krishna,2021,Kharif,Groundnut,2420.49,1282.45,31.97,51.85,97.09,117.37,5.31
Prakasam,2023,Kharif,Chili,3169.88,936.52,29.34,79.56,94.76,183.78,3.03
Kurnool,2022,Rabi,Cotton,7451.1,843.13,29.79,58.75,86.59,111.47,1.19
Kurnool,2024,Rabi,Tobacco,5692.86,935.33,37.57,89.43,65.85,92.54,1.03
Kurnool,2021,Kharif,Maize,4684.96,552.28,27.48,83.63,32.24,99.84,0.47
East Godavari,2020,Kharif,Groundnut,1972.43,1110.56,32.71,54.78,98.78,191.38,4.35
Nellore,2024,Rabi,Cotton,8170.7,1112.21,26.35,85.09,42.88,135.35,1.22
Guntur,2020,Kharif,Rice,4823.06,1155.16,30.17,80.05,72.32,80.37,2.09
Vizianagaram,2022,Kharif,Pulses,8737.51,1073.16,29.9,55.77,87.51,170.14,2.08
Vizianagaram,2024,Rabi,Groundnut,4075.95,786.51,26.83,77.61,38.56,175.99,0.99
West Godavari,2022,Rabi,Rice,8906.81,1445.83,30.47,74.61,98.31,144.86,5.48
Kurnool,2022,Kharif,Tobacco,4843.74,549.32,37.2,53.0,79.76,121.25,2.3
Guntur,2021,Rabi,Rice,5044.15,814.19,33.21,70.3,38.93,100.58,1.67
Chittoor,2023,Kharif,Cotton,2872.8,489.61,30.81,73.49,98.26,172.3,2.96
East Godavari,2024,Kharif,Tobacco,3220.83,1348.01,24.35,71.7,44.81,101.6,1.65
Anantapur,2021,Kharif,Sugarcane,7258.87,425.89,32.57,72.69,43.55,93.55,0.57
West Godavari,2020,Rabi,Tobacco,1576.29,1454.98,31.31,52.03,77.52,94.65,4.29
Kadapa,2021,Rabi,Rice,2070.77,614.97,35.91,66.41,91.83,137.56,2.43
Chittoor,2024,Rabi,Groundnut,2350.73,714.26,27.69,68.47,58.23,179.53,1.02
West Godavari,2024,Kharif,Tobacco,5940.33,1197.23,28.06,81.23,75.48,91.25,4.21
Visakhapatnam,2022,Rabi,Pulses,9225.0,1486.82,24.42,51.16,42.57,93.5,1.69
East Godavari,2022,Kharif,Chili,8822.07,1107.89,24.94,85.7,84.42,129.86,5.19
Anantapur,2021,Kharif,Rice,4973.56,585.24,35.82,58.59,76.71,92.06,0.8
West Godavari,2020,Kharif,Groundnut,1274.74,1787.25,33.13,78.6,45.05,123.23,2.23
Srikakulam,2021,Rabi,Pulses,2132.99,1355.66,25.83,65.39,75.7,134.04,2.84
East Godavari,2020,Kharif,Rice,7723.91,1671.7,28.14,58.74,49.79,159.91,2.84
Anantapur,2023,Rabi,Tobacco,2709.82,392.26,30.27,59.65,56.4,151.77,1.18
Guntur,2021,Rabi,Chili,5224.47,1437.93,35.35,69.51,76.94,81.77,3.38
Nellore,2024,Rabi,Groundnut,3342.29,626.85,30.23,67.18,99.56,149.71,3.57
Srikakulam,2021,Kharif,Groundnut,2231.2,1678.01,26.99,54.43,36.83,179.49,2.13
Visakhapatnam,2023,Kharif,Sugarcane,7306.52,1018.58,30.43,89.58,74.55,188.2,2.15
Anantapur,2020,Kharif,Cotton,931.33,459.44,28.54,50.29,64.27,126.62,0.56
Kurnool,2023,Kharif,Cotton,6310.4,801.86,36.53,77.79,83.95,99.55,1.38
Nellore,2021,Kharif,Groundnut,6207.25,822.04,26.71,52.37,74.55,199.53,3.25
Nellore,2021,Kharif,Tobacco,4580.77,734.49,27.5,56.05,41.66,199.47,1.35
Visakhapatnam,2022,Kharif,Tobacco,2456.13,1275.62,24.45,80.79,42.27,107.73,1.65
Chittoor,2020,Rabi,Cotton,1695.81,548.38,27.7,86.67,54.81,106.07,0.76
Kadapa,2021,Rabi,Rice,4368.59,888.77,30.96,83.51,35.06,131.92,0.69
West Godavari,2023,Kharif,Rice,2438.09,1362.12,28.54,79.39,64.5,181.46,2.55
Vizianagaram,2023,Rabi,Maize,4889.5,1247.13,26.23,82.15,77.42,140.4,3.27
Anantapur,2021,Rabi,Pulses,7986.22,570.43,33.95,83.43,72.47,105.21,0.89
Krishna,2024,Kharif,Maize,5650.86,944.13,32.97,79.41,80.21,153.02,4.99
Guntur,2022,Rabi,Chili,7281.53,964.78,30.46,76.46,73.05,106.51,2.56
West Godavari,2020,Kharif,Maize,6079.72,1136.01,31.36,65.39,95.07,194.95,3.78
Nellore,2024,Rabi,Tobacco,6737.56,943.52,31.41,59.92,94.93,104.93,3.49
East Godavari,2022,Kharif,Groundnut,2328.38,1656.22,25.51,52.42,66.49,94.5,3.29
Anantapur,2022,Rabi,Tobacco,2855.47,771.1,28.25,55.48,80.66,177.19,0.94
Guntur,2021,Rabi,Groundnut,7860.9,1059.28,31.25,66.02,47.92,126.2,1.52
Vizianagaram,2021,Rabi,Chili,894.94,1408.4,26.13,67.87,65.07,140.31,1.68
East Godavari,2022,Rabi,Sugarcane,8974.9,1987.95,27.23,70.74,60.15,136.82,2.72
Anantapur,2020,Kharif,Maize,4354.52,472.72,30.68,84.66,80.93,104.23,0.93
Srikakulam,2022,Kharif,Groundnut,4779.56,1339.44,32.67,64.25,63.27,128.92,2.26
Nellore,2020,Rabi,Sugarcane,5864.5,1193.18,30.12,79.58,82.85,196.36,3.77
Chittoor,2022,Rabi,Chili,6013.37,714.16,36.71,58.33,98.5,174.16,2.59
Kurnool,2022,Kharif,Pulses,6611.6,1067.22,35.1,77.55,34.65,129.75,0.48
Krishna,2023,Kharif,Sugarcane,3807.24,1055.33,25.78,55.41,67.77,96.15,2.88
Nellore,2024,Rabi,Sugarcane,1324.84,709.68,26.83,79.34,39.32,91.51,1.49
West Godavari,2023,Rabi,Pulses,2020.9,1619.74,25.76,85.55,82.46,182.54,4.11
West Godavari,2023,Rabi,Cotton,7941.45,1250.55,26.1,70.01,64.94,165.22,3.39
Vizianagaram,2022,Rabi,Groundnut,3141.5,1086.22,30.91,58.74,70.38,157.04,2.24
Nellore,2021,Kharif,Chili,2332.84,620.81,33.55,58.28,56.86,121.72,1.86
Kadapa,2020,Rabi,Pulses,3218.67,455.52,37.34,87.83,32.3,137.94,0.54
West Godavari,2020,Kharif,Cotton,7280.88,1735.11,32.9,56.47,90.77,93.05,5.23
West Godavari,2024,Kharif,Rice,4094.54,1374.26,28.82,75.51,39.6,173.67,2.16
East Godavari,2022,Rabi,Chili,638.83,1596.09,30.42,71.03,58.21,135.69,3.85
East Godavari,2021,Kharif,Tobacco,4192.58,1742.14,27.8,56.48,44.45,139.85,3.11
Nellore,2021,Rabi,Maize,4752.32,680.58,33.81,70.49,89.1,101.88,2.36
Guntur,2021,Rabi,Sugarcane,1357.87,951.0,33.65,76.63,66.88,86.07,1.71
Kadapa,2023,Kharif,Cotton,5985.29,610.74,30.67,89.07,63.87,160.05,1.09
Chittoor,2024,Rabi,Rice,3598.63,910.18,31.72,83.71,38.82,122.25,0.77
Krishna,2022,Rabi,Pulses,9240.96,1016.31,31.31,73.34,31.59,116.03,1.75
Guntur,2023,Rabi,Sugarcane,4484.37,1091.87,33.56,61.46,36.59,173.63,1.38
West Godavari,2020,Kharif,Sugarcane,8423.38,1770.63,33.03,66.39,65.35,109.25,3.91
Guntur,2023,Rabi,Groundnut,5430.56,1187.96,28.62,62.38,71.6,108.89,2.67
Anantapur,2022,Rabi,Cotton,3640.53,772.37,34.73,67.28,95.62,116.1,0.78
Kadapa,2020,Rabi,Sugarcane,9608.0,460.48,35.85,82.96,93.54,144.29,1.08
Srikakulam,2022,Rabi,Rice,3763.74,1673.78,33.75,76.12,37.49,83.5,1.54
West Godavari,2023,Rabi,Groundnut,4820.21,1232.35,24.01,84.68,91.93,199.9,5.16
West Godavari,2020,Rabi,Maize,4136.46,1793.92,28.73,74.95,61.75,163.39,2.5
Visakhapatnam,2022,Rabi,Pulses,616.04,976.04,30.5,78.43,52.89,189.56,1.99
Krishna,2020,Rabi,Sugarcane,9492.73,1470.73,33.11,80.89,69.88,166.8,4.6
Anantapur,2022,Rabi,Sugarcane,9378.71,762.53,32.18,89.23,62.55,116.06,0.47
Guntur,2024,Kharif,Rice,5211.67,860.52,33.85,64.24,54.73,86.24,1.65
Prakasam,2021,Kharif,Sugarcane,8179.56,976.14,29.0,56.91,55.14,110.36,0.81
Guntur,2023,Kharif,Maize,4445.41,1371.01,26.31,63.76,86.36,174.14,3.94
Anantapur,2023,Rabi,Pulses,8661.92,530.75,35.99,54.94,41.17,95.96,0.72
Srikakulam,2024,Kharif,Maize,8074.21,1092.62,27.64,61.61,44.19,110.22,2.19
Guntur,2022,Kharif,Sugarcane,5305.38,1265.6,35.75,56.95,94.17,180.3,3.3
Vizianagaram,2021,Kharif,Groundnut,6862.89,1208.91,34.67,89.06,66.3,186.58,1.67
Chittoor,2021,Kharif,Chili,2669.67,980.12,28.98,70.22,69.07,191.54,1.51
Kadapa,2022,Rabi,Groundnut,1346.79,520.14,31.24,53.69,32.31,120.08,0.55
Kadapa,2020,Kharif,Tobacco,3585.38,621.82,28.92,75.89,48.02,199.59,1.28
Nellore,2023,Rabi,Chili,7508.89,1055.89,31.22,68.47,33.22,192.39,1.38
Guntur,2020,Kharif,Tobacco,9623.83,1334.13,32.5,85.7,79.51,178.36,2.88
Visakhapatnam,2021,Rabi,Groundnut,4723.84,1282.46,33.03,77.96,80.1,176.29,2.07
Nellore,2023,Rabi,Maize,9100.27,1163.43,34.69,58.33,53.99,198.62,1.65
Srikakulam,2023,Rabi,Maize,4436.31,1025.61,29.29,59.02,48.0,187.93,2.17
Chittoor,2020,Rabi,Cotton,8092.46,729.63,30.41,67.69,57.23,184.96,1.23
Chittoor,2022,Rabi,Rice,5919.17,419.91,27.55,59.75,91.74,112.14,1.81
Kadapa,2023,Kharif,Pulses,3244.06,516.53,35.19,65.36,38.36,117.81,1.03
Kurnool,2022,Kharif,Tobacco,5607.5,1084.11,37.4,52.83,47.21,174.5,1.42
West Godavari,2020,Kharif,Rice,2042.28,1366.99,25.41,66.93,88.73,188.87,3.37
Kurnool,2024,Rabi,Tobacco,787.05,891.51,31.61,53.95,42.84,155.07,0.77
East Godavari,2020,Rabi,Chili,717.05,1601.75,28.64,88.15,65.65,194.35,3.76
Krishna,2021,Rabi,Cotton,5568.6,1002.83,29.13,58.57,84.69,92.97,5.09
Krishna,2023,Kharif,Cotton,6729.13,1395.97,26.11,66.92,32.13,88.69,1.37
Vizianagaram,2024,Kharif,Maize,8758.07,1308.5,33.97,65.33,53.83,176.5,1.33
Kurnool,2023,Rabi,Sugarcane,9150.68,661.21,27.64,83.56,36.38,172.76,1.05
Anantapur,2024,Rabi,Chili,5824.09,697.28,30.78,65.44,80.92,152.36,1.44
Kadapa,2020,Kharif,Tobacco,1578.03,724.44,36.33,82.45,47.91,120.54,0.91
West Godavari,2020,Kharif,Pulses,5001.35,1239.9,32.15,70.69,38.13,124.99,1.83
Kadapa,2020,Kharif,Maize,9448.78,690.51,33.04,59.37,81.7,130.87,1.39
Nellore,2023,Rabi,Tobacco,1428.11,678.23,34.63,51.14,94.68,151.76,2.19
West Godavari,2022,Rabi,Tobacco,9321.31,1563.91,27.11,59.94,32.19,93.03,1.85
Kurnool,2023,Rabi,Groundnut,7710.62,507.53,34.28,81.43,47.61,87.05,0.64
Kurnool,2022,Kharif,Rice,1689.53,987.46,29.51,82.61,69.57,162.95,1.6
Visakhapatnam,2023,Kharif,Cotton,7225.16,1259.93,32.88,86.72,42.0,178.04,1.02
Vizianagaram,2022,Rabi,Tobacco,2467.67,1094.15,34.8,51.36,54.83,193.37,2.21
Srikakulam,2024,Rabi,Pulses,3426.08,899.05,30.65,67.78,75.46,162.99,2.64
East Godavari,2022,Kharif,Tobacco,7735.07,1227.38,30.47,75.99,89.07,140.6,3.46
Srikakulam,2024,Rabi,Pulses,8750.31,1391.36,33.59,60.21,52.86,144.81,2.07
Guntur,2021,Kharif,Chili,5057.32,1410.4,31.94,80.57,46.07,153.22,1.4
Srikakulam,2022,Kharif,Rice,8515.23,826.88,30.03,76.53,79.25,175.9,4.1
Visakhapatnam,2024,Rabi,Rice,2281.86,1399.49,28.17,59.21,35.21,157.84,0.85
Srikakulam,2024,Kharif,Maize,3448.98,1247.67,25.61,68.59,86.71,182.46,4.15
Visakhapatnam,2022,Rabi,Sugarcane,8188.29,793.58,28.29,83.52,52.49,145.41,1.73
Prakasam,2023,Kharif,Pulses,9181.87,630.49,26.89,50.39,78.97,192.91,1.06
Krishna,2023,Kharif,Pulses,5536.32,911.63,30.54,50.18,80.29,186.4,3.35
East Godavari,2023,Rabi,Maize,9062.8,1343.54,32.84,58.99,39.37,123.39,1.59
Nellore,2022,Rabi,Sugarcane,9267.17,1214.5,25.04,73.65,65.71,162.39,1.89
Srikakulam,2021,Kharif,Sugarcane,1469.75,1307.0,25.93,55.28,36.33,180.22,1.81
Visakhapatnam,2024,Kharif,Tobacco,3560.74,957.61,34.66,81.85,61.67,125.13,1.65
Guntur,2020,Kharif,Rice,2181.64,1159.81,27.42,51.45,71.38,186.81,2.95
Kurnool,2022,Kharif,Cotton,1699.82,1101.02,30.54,85.74,61.95,178.34,2.05
Nellore,2024,Rabi,Sugarcane,5033.4,1140.16,28.82,67.97,32.38,112.84,0.83
Kurnool,2024,Kharif,Chili,732.13,1167.69,36.58,62.55,94.2,104.49,1.42
Nellore,2023,Rabi,Pulses,2229.74,1055.79,35.37,73.91,34.32,167.09,1.19
West Godavari,2023,Kharif,Cotton,4673.27,1700.18,28.4,51.01,55.42,193.28,2.24
Visakhapatnam,2020,Kharif,Pulses,7314.78,1378.34,33.57,50.5,47.83,92.12,2.22
Anantapur,2020,Kharif,Cotton,1495.33,710.63,30.4,66.21,84.54,99.0,1.25
Nellore,2022,Kharif,Sugarcane,1512.68,1273.09,30.69,84.28,77.75,157.67,3.48
West Godavari,2024,Rabi,Pulses,6027.79,1427.17,25.17,70.82,30.83,115.17,1.43
Anantapur,2022,Kharif,Pulses,5569.6,305.85,30.75,51.66,32.3,123.58,0.62
Vizianagaram,2021,Rabi,Maize,8890.93,1209.67,30.47,61.39,72.56,199.09,2.29
Kadapa,2024,Rabi,Groundnut,7915.61,965.12,37.44,75.18,42.34,93.53,0.6
Prakasam,2023,Kharif,Cotton,1253.14,578.93,30.9,62.73,62.45,171.71,1.97
Visakhapatnam,2023,Kharif,Tobacco,8359.9,856.85,26.01,84.47,90.02,165.24,2.46
Krishna,2022,Kharif,Cotton,8615.35,1184.1,29.88,68.11,71.61,117.66,2.77
Krishna,2024,Rabi,Tobacco,7998.05,1384.36,30.32,81.79,31.13,153.17,1.18
Prakasam,2023,Kharif,Cotton,6124.85,523.87,33.2,65.45,44.87,183.33,0.64
Kurnool,2022,Rabi,Chili,6164.74,847.98,29.29,53.26,59.92,148.82,1.34
Kadapa,2022,Rabi,Tobacco,8163.56,868.91,30.05,54.39,33.91,122.88,0.69
Srikakulam,2021,Rabi,Groundnut,6156.24,1146.84,30.39,84.37,77.08,147.41,2.73
Srikakulam,2024,Kharif,Groundnut,4972.14,1624.88,25.54,53.14,87.22,177.61,3.9
Prakasam,2022,Kharif,Tobacco,5507.36,629.9,33.44,65.66,94.69,126.75,2.22
Guntur,2021,Kharif,Chili,4259.31,1091.42,27.33,57.0,60.79,136.67,2.57
Kadapa,2021,Rabi,Tobacco,8444.7,432.34,33.22,50.46,93.63,140.18,2.27
Kadapa,2023,Kharif,Rice,7112.9,853.9,28.86,76.53,80.6,142.86,2.34
Kadapa,2020,Rabi,Chili,6118.94,697.28,37.66,87.94,58.2,169.74,0.69
Kadapa,2023,Kharif,Maize,2919.74,854.4,30.17,76.4,74.31,154.01,1.03
Prakasam,2024,Kharif,Sugarcane,9411.41,1010.57,26.43,79.37,96.92,179.74,2.4
Kurnool,2021,Rabi,Cotton,4946.82,1122.64,27.85,63.53,73.69,181.75,2.1
Kurnool,2024,Kharif,Chili,9460.16,1183.78,30.88,88.58,70.62,80.28,2.31
Prakasam,2020,Kharif,Cotton,9749.16,775.41,33.44,59.99,49.33,149.49,1.54
East Godavari,2023,Rabi,Maize,5538.6,1017.93,28.93,52.62,49.83,152.52,1.92
Chittoor,2024,Kharif,Rice,9493.66,521.18,37.44,82.45,49.88,86.24,0.88
Krishna,2024,Rabi,Maize,5491.09,1463.42,29.59,88.7,73.2,100.06,3.51
Kadapa,2022,Kharif,Rice,7687.43,982.7,29.45,82.68,96.01,161.61,1.98
Prakasam,2022,Kharif,Pulses,5463.05,771.42,36.95,51.15,95.14,108.65,2.04
Chittoor,2020,Kharif,Pulses,774.23,471.82,27.04,62.02,43.58,106.46,1.07
Kadapa,2020,Kharif,Maize,6738.91,772.1,34.27,71.99,48.96,105.23,0.8
East Godavari,2024,Kharif,Sugarcane,9831.58,1657.04,27.06,56.43,98.68,140.04,6.19
Vizianagaram,2023,Kharif,Pulses,4474.31,1489.67,33.38,70.87,72.48,91.66,2.41
Nellore,2023,Rabi,Tobacco,7066.56,663.21,27.51,80.6,86.7,83.28,2.56
Kurnool,2022,Kharif,Pulses,5756.53,573.4,29.17,55.29,43.06,149.86,1.08
Anantapur,2023,Rabi,Groundnut,1993.96,763.71,30.11,69.96,48.17,174.2,0.67
Chittoor,2024,Kharif,Groundnut,6502.08,863.71,31.08,62.77,49.77,141.86,0.71
Prakasam,2024,Rabi,Cotton,1808.56,625.41,33.93,89.14,32.97,115.63,0.91
Srikakulam,2023,Rabi,Cotton,7485.58,1509.88,33.14,89.09,78.52,170.88,4.52
Kurnool,2022,Rabi,Cotton,2147.92,1055.91,31.2,84.4,99.73,179.37,2.91
Kadapa,2020,Kharif,Sugarcane,5843.41,649.41,37.31,57.85,68.81,107.83,0.94
East Godavari,2024,Kharif,Groundnut,796.37,1749.77,31.14,63.12,58.61,95.33,2.74
Kadapa,2022,Rabi,Maize,9983.08,411.09,35.1,62.55,84.88,135.02,1.66
Nellore,2022,Kharif,Chili,560.98,639.07,26.24,56.74,99.65,113.84,4.3
Kadapa,2022,Rabi,Sugarcane,8600.88,661.29,33.44,86.9,93.57,106.86,1.39
West Godavari,2024,Kharif,Maize,5407.31,1427.8,27.02,63.61,94.36,171.57,5.06
Srikakulam,2021,Kharif,Sugarcane,7895.9,1696.95,33.41,89.34,76.34,144.85,4.3
Chittoor,2023,Kharif,Maize,1799.62,622.77,32.11,62.17,67.58,146.03,1.64
Anantapur,2024,Kharif,Maize,9544.85,589.22,30.77,50.47,73.68,98.01,0.59
East Godavari,2024,Rabi,Rice,5017.81,1050.83,25.58,60.96,59.63,169.9,2.78
Srikakulam,2021,Rabi,Pulses,9409.57,818.45,25.86,53.42,56.95,97.92,2.53
Srikakulam,2024,Kharif,Tobacco,1061.6,1453.58,29.67,53.17,40.38,113.37,1.64
Krishna,2023,Rabi,Rice,8091.12,1162.64,31.79,61.04,61.91,90.64,3.35
Kurnool,2023,Rabi,Cotton,4403.36,761.85,28.38,50.29,60.76,87.36,1.36
Chittoor,2023,Kharif,Chili,3914.74,645.68,30.63,83.72,98.07,91.01,2.47
West Godavari,2022,Kharif,Chili,6829.17,1695.07,28.5,89.82,41.29,113.11,2.42
Srikakulam,2021,Rabi,Sugarcane,8782.5,971.21,26.88,82.99,35.76,160.99,1.61
Srikakulam,2023,Kharif,Rice,1728.31,1343.29,32.48,56.32,84.87,112.34,4.17
Guntur,2020,Kharif,Groundnut,6210.82,1490.24,35.67,64.71,72.01,96.97,1.75
East Godavari,2022,Kharif,Maize,8251.71,1566.96,25.65,54.27,83.28,99.72,4.43
Prakasam,2024,Kharif,Chili,3459.57,481.73,35.62,50.88,33.94,81.53,0.87
Krishna,2023,Rabi,Pulses,1133.0,924.48,33.31,65.07,77.92,104.89,3.75
Chittoor,2023,Kharif,Sugarcane,2368.02,476.71,27.16,77.59,65.76,93.67,1.13
Guntur,2020,Rabi,Maize,3843.13,1058.3,26.64,69.24,89.6,135.18,2.55
Krishna,2021,Rabi,Cotton,1043.33,1212.66,33.42,79.93,47.93,93.75,2.81
East Godavari,2023,Rabi,Tobacco,1106.46,1184.62,28.44,89.73,40.16,80.35,2.52
East Godavari,2021,Rabi,Cotton,4385.98,1156.2,31.04,84.09,62.03,130.7,2.36
East Godavari,2020,Kharif,Tobacco,4618.21,1355.07,27.86,79.92,56.0,116.26,2.07
Chittoor,2024,Kharif,Pulses,7975.6,988.14,34.36,60.3,62.61,167.24,1.84
Guntur,2023,Kharif,Rice,7817.4,1425.59,29.48,79.27,91.77,175.85,3.84
Chittoor,2024,Kharif,Groundnut,3410.86,575.03,36.41,64.56,64.9,87.62,1.4
West Godavari,2022,Kharif,Sugarcane,3555.97,1170.79,28.0,84.95,44.6,132.42,1.51
Srikakulam,2023,Kharif,Tobacco,1617.23,1113.65,30.39,66.9,75.41,169.95,3.13
Anantapur,2024,Kharif,Sugarcane,6349.64,386.77,37.2,65.09,92.74,173.77,0.69
Kadapa,2024,Kharif,Pulses,3525.07,979.32,34.82,58.47,94.55,184.13,2.42
Nellore,2023,Rabi,Groundnut,4549.0,647.81,26.83,79.74,37.53,128.41,0.95
Srikakulam,2021,Kharif,Groundnut,5548.98,1203.06,32.33,78.19,31.71,116.48,1.12
Nellore,2024,Kharif,Rice,6344.11,1291.05,27.74,89.19,34.62,163.48,1.24
Vizianagaram,2021,Kharif,Chili,595.55,1082.8,28.77,61.09,91.66,125.31,2.95
Kurnool,2022,Kharif,Cotton,2619.25,1173.14,27.64,70.76,63.08,132.29,1.03
Chittoor,2024,Kharif,Chili,1837.51,409.64,36.22,71.68,39.35,103.97,1.13
Anantapur,2023,Kharif,Chili,6172.72,567.89,36.78,86.28,98.58,179.83,1.1
Guntur,2022,Kharif,Sugarcane,3467.03,1195.4,29.68,79.23,46.74,110.3,1.81
Anantapur,2020,Kharif,Cotton,8064.81,545.99,35.48,78.34,84.84,96.61,0.66
Chittoor,2020,Kharif,Tobacco,7625.39,778.45,28.85,72.94,40.11,119.71,1.24
East Godavari,2022,Kharif,Sugarcane,9595.05,1660.61,28.2,75.07,56.99,178.14,3.02
Prakasam,2024,Rabi,Chili,4927.74,896.63,32.01,81.84,33.42,180.33,1.14
Guntur,2022,Rabi,Pulses,2415.45,1132.45,31.22,84.44,73.4,146.35,1.8
Kurnool,2020,Kharif,Maize,4267.68,626.76,28.04,69.49,73.08,101.56,1.16
Visakhapatnam,2020,Rabi,Rice,9771.36,776.68,30.88,85.08,66.18,130.84,2.51
Kurnool,2021,Rabi,Pulses,4944.07,1014.69,32.98,57.92,34.56,170.77,0.43
Vizianagaram,2023,Rabi,Cotton,5101.23,1197.81,29.82,78.4,53.51,164.18,1.28
